X,block_number,block_transaction_count,block_size,block_gas_used,miners_label
3703,3907602,35,4651,4207591,Nanopool
3704,3907603,38,4856,4625221,C0ea08A2d
3705,3907604,28,3888,666588,f2pool
3706,3907605,212,24516,4668945,ethermine
3707,3907606,27,3594,4687893,miningpoolhub_1
3708,3907607,40,5185,4693583,ethermine
3709,3907608,40,5087,4695042,miningpoolhub_1
3710,3907609,8,1536,195324,f2pool
3711,3907610,131,15739,2880851,ethermine
3712,3907611,42,5562,4699308,Nanopool
3713,3907612,38,5391,4640518,Nanopool
3714,3907613,6,1396,225229,f2pool
3715,3907614,47,5895,4692769,ethermine
3716,3907615,26,3485,4707755,ethermine
3717,3907616,2,950,125198,f2pool
3718,3907617,34,4580,4696995,Nanopool
3719,3907618,41,5269,4680886,ethermine
3720,3907619,37,5370,4706925,Nanopool
3721,3907620,7,2398,156830,f2pool
3722,3907621,120,13920,2629192,ethermine
3723,3907622,29,4351,4691773,bitclubpool
3724,3907623,38,4937,4610092,Ethpool_2
3725,3907624,37,5223,4680263,ethfans.org
3726,3907625,43,5573,4674197,miningpoolhub_1
3727,3907626,24,3210,560957,ethermine
3728,3907627,25,3999,655935,f2pool
3729,3907628,34,5291,4688722,9633814
3730,3907629,33,4600,4695791,ethfans.org
3731,3907630,50,7964,4674384,miningpoolhub_1
3732,3907631,49,7302,4700820,ethermine
3733,3907632,58,7066,1262622,ethermine
3734,3907633,52,8225,4693859,C0ea08A2d
3735,3907634,43,7854,1539811,f2pool
3736,3907635,76,12218,4709457,DwarfPool1
3737,3907636,38,4997,4701225,DwarfPool1
3738,3907637,10,2133,361802,f2pool
3739,3907638,25,4819,863199,f2pool
3740,3907639,48,6364,4699136,Ethpool_2
3741,3907640,38,4998,4695801,ethfans.org
3742,3907641,2,760,42000,f2pool
3743,3907642,39,5121,4646698,DwarfPool1
3744,3907643,36,5294,4639416,C0ea08A2d
3745,3907644,200,23204,4394636,ethermine
3746,3907645,47,5838,1016576,ethermine
3747,3907646,37,7232,1276895,f2pool
3748,3907647,0,533,0,f2pool
3749,3907648,0,1037,0,miningpoolhub_1
3750,3907649,54,8592,4682028,ea5da3
3751,3907650,40,5871,4692688,ethermine
3752,3907651,13,2336,340350,f2pool
3753,3907652,50,6852,4707156,Nanopool
3754,3907653,55,6692,1203791,ethermine
3755,3907654,26,4149,4693141,ethfans.org
3756,3907655,70,11727,4574402,Ethpool_2
3757,3907656,37,6907,1245219,f2pool
3758,3907657,33,5149,4697484,DwarfPool1
3759,3907658,164,18890,3516672,ethermine
3760,3907659,10,2132,483290,f2pool
3761,3907660,24,3631,4688789,Nanopool
3762,3907661,47,6694,4703622,Nanopool
3763,3907662,29,5001,4695460,ethfans.org
3764,3907663,41,5681,4676305,C0ea08A2d
3765,3907664,27,3731,4621388,Nanopool
3766,3907665,49,6975,4629608,Nanopool
3767,3907666,52,8166,4654929,ethfans.org
3768,3907667,79,9971,1796938,ethermine
3769,3907668,69,10520,4694351,f2pool
3770,3907669,60,8734,4686606,C0ea08A2d
3771,3907670,59,7452,1308935,ethermine
3772,3907671,60,8580,4665256,a4aaf1d
3773,3907672,9,1610,4671851,DwarfPool1
3774,3907673,67,10789,4698350,f2pool
3775,3907674,0,520,0,miningpoolhub_1
3776,3907675,81,9507,1772804,ethermine
3777,3907676,45,6841,4706929,C0ea08A2d
3778,3907677,7,1725,227820,f2pool
3779,3907678,42,5720,4676158,ethermine
3780,3907679,23,10457,4636623,ethfans.org
3781,3907680,31,6050,1053302,f2pool
3782,3907681,10,2335,344700,f2pool
3783,3907682,20,4006,662460,f2pool
3784,3907683,51,7309,4648630,poolgpu
3785,3907684,43,5873,4688380,ethermine
3786,3907685,35,4603,4701480,Ethpool_2
3787,3907686,5,1304,145410,f2pool
3788,3907687,0,520,0,miningpoolhub_1
3789,3907688,3,872,102000,f2pool
3790,3907689,50,6615,4628358,miningpoolhub_1
3791,3907690,41,5520,4695494,Nanopool
3792,3907691,24,4474,752900,f2pool
3793,3907692,1,646,21000,f2pool
3794,3907693,5,1371,158880,f2pool
3795,3907694,42,5426,4674607,ethfans.org
3796,3907695,6,1209,165000,f2pool
3797,3907696,173,19949,3802865,ethermine
3798,3907697,47,6451,4705031,ethermine
3799,3907698,38,5022,4693167,ethfans.org
3800,3907699,26,3455,4684204,miningpoolhub_1
3801,3907700,10,1669,210000,f2pool
3802,3907701,42,5889,4709681,Ethpool_2
3803,3907702,45,5842,4681679,Nanopool
3804,3907703,3,1097,192865,f2pool
3805,3907704,39,5036,4689980,ethermine
3806,3907705,34,4474,4688509,miningpoolhub_1
3807,3907706,45,5763,4702172,ethfans.org
3808,3907707,36,4961,4653372,ethfans.org
3809,3907708,3,932,79265,f2pool
3810,3907709,43,5469,4683395,ethfans.org
3811,3907710,32,4143,4679655,miningpoolhub_1
3812,3907711,91,10786,2009050,ethermine
3813,3907712,40,5201,4697008,ethfans.org
3814,3907713,1,647,21000,f2pool
3815,3907714,46,5942,4663224,poolgpu
3816,3907715,37,4644,799932,ethermine
3817,3907716,41,5273,4700100,DwarfPool1
3818,3907717,44,5629,4686056,Coinotron
3819,3907718,44,6219,4571014,ethermine
3820,3907719,48,5853,1023970,ethermine
3821,3907720,55,8461,4642165,Ethpool_2
3822,3907721,8,1771,313350,f2pool
3823,3907722,0,533,0,f2pool
3824,3907723,11,2309,416760,f2pool
3825,3907724,59,9407,4691023,C0ea08A2d
3826,3907725,50,7236,4692366,miningpoolhub_1
3827,3907726,11,2304,416760,f2pool
3828,3907727,42,5409,4700911,ethfans.org
3829,3907728,38,4846,4635583,C0ea08A2d
3830,3907729,28,5230,975810,f2pool
3831,3907730,23,4467,791400,f2pool
3832,3907731,3,942,115470,f2pool
3833,3907732,36,4644,4673866,Nanopool
3834,3907733,49,6797,4673610,poolgpu
3835,3907734,62,9681,4644842,ethermine
3836,3907735,5,1372,158880,f2pool
3837,3907736,28,5387,969038,f2pool
3838,3907737,0,1063,0,f2pool
3839,3907738,1,716,34470,f2pool
3840,3907739,39,5118,4680678,872771
3841,3907740,0,520,0,miningpoolhub_1
3842,3907741,42,7359,1462010,f2pool
3843,3907742,60,8641,4697515,miningpoolhub_1
3844,3907743,44,5591,4700502,Nanopool
3845,3907744,4,1191,124410,f2pool
3846,3907745,47,6577,4686424,bitclubpool
3847,3907746,8,2386,293108,f2pool
3848,3907747,59,8016,4560727,ethfans.org
3849,3907748,46,6431,4592253,ethermine
3850,3907749,15,2245,1936179,ethermine
3851,3907750,22,4201,821290,f2pool
3852,3907751,3,1008,128940,f2pool
3853,3907752,1,649,21000,f2pool
3854,3907753,48,6970,4703339,DwarfPool1
3855,3907754,41,5633,4704846,ethermine
3856,3907755,32,4200,4646969,miningpoolhub_1
3857,3907756,36,4749,3807182,ethermine
3858,3907757,130,15019,2867584,ethermine
3859,3907758,22,4949,747665,f2pool
3860,3907759,2,809,58265,miningpoolhub_1
3861,3907760,211,24359,4672155,ethermine
3862,3907761,13,2002,301493,ethermine
3863,3907762,52,7846,4711888,DwarfPool1
3864,3907763,6,1617,206820,f2pool
3865,3907764,50,7201,4678828,ethermine
3866,3907765,44,6086,4707868,ethermine
3867,3907766,41,5607,4699450,ethfans.org
3868,3907767,6,1609,224679,f2pool
3869,3907768,12,2557,425700,f2pool
3870,3907769,57,7236,1331311,ethermine
3871,3907770,37,6985,1313980,f2pool
3872,3907771,0,520,0,miningpoolhub_1
3873,3907772,43,6054,4689210,Coinotron
3874,3907773,17,2673,4544948,Ethpool_2
3875,3907774,71,11339,4699485,ethfans.org
3876,3907775,36,5054,4619849,miningpoolhub_1
3877,3907776,53,6834,4686975,Nanopool
3878,3907777,9,1942,311615,f2pool
3879,3907778,15,3094,528211,f2pool
3880,3907779,26,5008,894810,f2pool
3881,3907780,148,17192,3204558,ethermine
3882,3907781,35,6413,1203630,f2pool
3883,3907782,29,4136,4707823,ethfans.org
3884,3907783,2,831,55470,f2pool
3885,3907784,41,6313,4704660,DwarfPool1
3886,3907785,93,11056,2013777,ethermine
3887,3907786,43,5352,936856,ethermine
3888,3907787,55,9937,1879560,f2pool
3889,3907788,49,9162,1691046,f2pool
3890,3907789,23,4442,843530,f2pool
3891,3907790,23,4598,818340,f2pool
3892,3907791,111,13193,2505294,ethermine
3893,3907792,57,9076,4644746,Nanopool
3894,3907793,41,7473,4704848,ethfans.org
3895,3907794,40,5144,4703300,Nanopool
3896,3907795,51,7552,4674846,Coinotron
3897,3907796,37,4628,780932,ethermine
3898,3907797,6,1479,218880,f2pool
3899,3907798,31,4654,4699369,Nanopool
3900,3907799,44,6279,4710116,Nanopool
3901,3907800,39,5210,4705400,DwarfPool1
3902,3907801,50,8528,4659883,miningpoolhub_1
3903,3907802,9,2014,361290,f2pool
3904,3907803,43,5536,4703862,miningpoolhub_1
3905,3907804,0,533,0,f2pool
3906,3907805,33,4493,4660885,DwarfPool1
3907,3907806,60,8994,4557465,bitclubpool
3908,3907807,6,1573,249559,f2pool
3909,3907808,28,5286,1033322,f2pool
3910,3907809,54,8168,4670546,ethfans.org
3911,3907810,49,7211,4670493,ethfans.org
3912,3907811,135,15616,2927425,ethermine
3913,3907812,6,1445,236808,miningpoolhub_1
3914,3907813,23,4469,791400,f2pool
3915,3907814,33,4207,702830,ethermine
3916,3907815,41,7142,4679499,bitclubpool
3917,3907816,17,2418,366981,ethermine
3918,3907817,7,1591,278880,f2pool
3919,3907818,1,716,34470,f2pool
3920,3907819,39,5382,4672525,C0ea08A2d
3921,3907820,50,6691,4686668,ethfans.org
3922,3907821,65,8123,4601795,ethermine
3923,3907822,35,6878,1248074,f2pool
3924,3907823,33,5063,4692795,ethermine
3925,3907824,59,9834,4693201,Nanopool
3926,3907825,46,6361,2625134,DwarfPool1
3927,3907826,62,10079,4693172,ethermine
3928,3907827,48,6497,4530338,ethfans.org
3929,3907828,71,9253,4585925,ethfans.org
3930,3907829,8,2436,262290,f2pool
3931,3907830,61,7990,4632260,miningpoolhub_1
3932,3907831,100,11780,2230687,ethermine
3933,3907832,75,12433,4652277,Nanopool
3934,3907833,35,5939,4694932,miningpoolhub_1
3935,3907834,2,830,55470,f2pool
3936,3907835,111,13010,2402193,ethermine
3937,3907836,32,5187,4698564,ethermine
3938,3907837,0,520,0,miningpoolhub_1
3939,3907838,41,5293,4684723,DwarfPool1
3940,3907839,114,20631,4709888,waterhole
3941,3907840,44,6062,4536926,Ethpool_2
3942,3907841,31,4900,4683869,Nanopool
3943,3907842,33,4775,4708559,ethermine
3944,3907843,11,2447,365700,f2pool
3945,3907844,1,1183,21000,f2pool
3946,3907845,54,6665,4619282,Nanopool
3947,3907846,58,7085,4427446,ethermine
3948,3907847,19,2850,1019979,ethfans.org
3949,3907848,50,6261,4251959,DwarfPool1
3950,3907849,2,1297,42000,f2pool
3951,3907850,68,8436,4682436,Nanopool
3952,3907851,61,8653,4274829,DwarfPool1
3953,3907852,75,9524,4589242,miningpoolhub_1
3954,3907853,8,1581,4699940,ethfans.org
3955,3907854,69,9029,4603483,ethermine
3957,3907855,4,1122,4566714,f2pool
3958,3907856,61,7778,4629111,miningpoolhub_1
3959,3907857,3,1009,4537940,f2pool
3960,3907858,40,5995,3002624,C0ea08A2d
3961,3907859,71,9340,4633483,C0ea08A2d
3964,3907860,76,13174,2570074,f2pool
3969,3907861,52,9033,4686638,bitclubpool
3971,3907862,45,6963,4686086,Nanopool
3972,3907863,43,5897,4658937,Nanopool
3976,3907864,19,2836,4603037,Nanopool
3977,3907865,3,1078,103410,f2pool
3978,3907866,18,2804,4710605,ethermine
3979,3907867,199,22864,4424736,ethermine
3984,3907868,38,5521,4576675,ethermine
3986,3907869,68,9330,4569077,ethermine
3988,3907870,34,5325,4653983,DwarfPool1
3991,3907871,9,2088,294063,f2pool
3993,3907872,53,6443,1147621,ethermine
3994,3907873,55,8696,4694305,ethermine
3996,3907874,49,7465,4547050,miningpoolhub_1
3997,3907875,1,637,21000,miningpoolhub_1
4002,3907876,66,8330,4630373,DwarfPool1
4003,3907877,62,15755,4706328,ethfans.org
4007,3907878,62,8388,4640402,ethermine
4010,3907879,52,12505,4583673,miningpoolhub_1
4011,3907880,45,6278,4707236,DwarfPool1
4012,3907881,36,9844,4696013,DwarfPool1
4014,3907882,10,2453,299284,f2pool
4015,3907883,58,7195,4620978,C0ea08A2d
4016,3907884,70,8699,4584173,ethfans.org
4023,3907885,48,6212,4581672,ethermine
4024,3907886,65,8187,4601615,ethermine
4025,3907887,163,18755,3584503,ethermine
4035,3907888,32,4817,4641847,ethfans.org
4036,3907889,2,764,42000,f2pool
4037,3907890,3,1450,64265,f2pool
4038,3907891,97,11436,2071026,ethermine
4040,3907892,4,1079,126694,f2pool
4041,3907893,0,1066,0,f2pool
4042,3907894,7,1327,186000,f2pool
4047,3907895,0,533,0,f2pool
4048,3907896,2,858,88131,f2pool
4049,3907897,29,4144,4690211,DwarfPool1
4050,3907898,89,10486,1995099,ethermine
4054,3907899,41,5763,4694714,DwarfPool1
3956,3907900,42,6215,4681935,ethermine
3962,3907901,66,8036,1491230,ethermine
3963,3907902,25,3573,4677076,bitclubpool
3965,3907903,14,2090,297911,ethermine
3966,3907904,4,975,84000,ethermine
3967,3907905,29,4473,4697704,C0ea08A2d
3968,3907906,48,6178,4689125,ethermine
3970,3907907,69,8490,4573289,C0ea08A2d
3973,3907908,59,7377,4574160,Coinotron
3974,3907909,4,991,123000,f2pool
3975,3907910,35,5155,4709628,Ethpool_2
3980,3907911,1,637,21000,miningpoolhub_1
3981,3907912,41,5407,4622560,miningpoolhub_1
3982,3907913,75,9134,4704655,ethfans.org
3983,3907914,59,7574,4610104,miningpoolhub_1
3985,3907915,161,18763,3574813,ethermine
3987,3907916,27,3502,567000,ethermine
3989,3907917,44,5971,4707491,Ethpool_2
3990,3907918,59,7403,4688802,miningpoolhub_1
3992,3907919,72,8799,4613322,ethermine
3995,3907920,36,4550,759866,ethermine
3998,3907921,55,6804,4550179,C0ea08A2d
3999,3907922,1,716,33571,f2pool
4000,3907923,28,6494,4619890,Nanopool
4001,3907924,66,8695,4596544,Nanopool
4004,3907925,54,6716,3693900,ethfans.org
4005,3907926,3,871,467058,f2pool
4006,3907927,67,8543,4568567,ethfans.org
4008,3907928,42,5912,4583432,ethfans.org
4009,3907929,29,4022,4593085,ethermine
4013,3907930,72,8730,4631733,Coinotron
4017,3907931,20,3000,450524,f2pool
4018,3907932,23,3336,4626910,C0ea08A2d
4019,3907933,3,874,63000,f2pool
4020,3907934,84,10222,1880351,ethermine
4021,3907935,47,6604,4574847,C0ea08A2d
4022,3907936,74,8980,4700203,Nanopool
4026,3907937,48,6134,4010157,Ethpool_2
4027,3907938,55,6841,4703785,ethfans.org
4028,3907939,59,7145,1248809,ethermine
4029,3907940,4,987,302000,f2pool
4030,3907941,21,3044,4693798,C0ea08A2d
4031,3907942,4,1679,89023,f2pool
4032,3907943,2,831,54571,f2pool
4033,3907944,28,3774,4688984,miningpoolhub_1
4034,3907945,74,9023,4550388,ethfans.org
4039,3907946,37,5052,4680275,DwarfPool1
4043,3907947,52,6656,4711243,DwarfPool1
4044,3907948,0,520,0,miningpoolhub_1
4045,3907949,64,8005,4708161,ethermine
4046,3907950,67,8536,4697767,ethermine
4051,3907951,7,1549,204750,f2pool
4052,3907952,2,761,81000,f2pool
4053,3907953,81,9567,1773483,ethermine
4055,3907954,25,3600,4700278,ethfans.org
4056,3907955,4,969,123000,miningpoolhub_1
4057,3907956,3,876,102000,f2pool
4058,3907957,2,1301,81000,f2pool
4059,3907958,37,5227,4689595,ethfans.org
4060,3907959,45,6339,4681411,poolgpu
4061,3907960,77,9475,4684234,ethermine
4062,3907961,58,7578,4692336,Nanopool
4063,3907962,28,4228,4647438,ethermine
4064,3907963,53,7314,4656356,ethermine
4065,3907964,71,8958,4693757,poolgpu
4066,3907965,3,878,63000,f2pool
4067,3907966,52,7709,4619917,ethermine
4068,3907967,58,7251,4546991,miningpoolhub_1
4069,3907968,1,650,21000,f2pool
4070,3907969,5,1236,130142,f2pool
4071,3907970,36,4979,4628065,miningpoolhub_1
4072,3907971,26,3616,2468607,f2pool
4073,3907972,76,9424,4662088,f2pool
4074,3907973,20,2917,4573457,DwarfPool1
4075,3907974,45,5616,4606416,ethfans.org
4076,3907975,39,12278,4645480,ethfans.org
4077,3907976,66,8226,4606940,ethermine
4078,3907977,7,1337,147000,f2pool
4079,3907978,213,24294,4674041,ethermine
4080,3907979,64,9321,4687723,f2pool
4081,3907980,46,6234,1023502,ethermine
4082,3907981,4,989,123000,f2pool
4083,3907982,48,6404,4656332,ethfans.org
4084,3907983,2,761,42000,f2pool
4085,3907984,64,8051,4703215,poolgpu
4086,3907985,17,2473,357000,f2pool
4087,3907986,0,520,0,miningpoolhub_1
4088,3907987,52,7299,4676880,ethfans.org
4089,3907988,68,8820,4696336,Nanopool
4090,3907989,71,9046,4609011,Nanopool
4091,3907990,83,9739,1790788,ethermine
4092,3907991,74,9569,4583456,miningpoolhub_1
4093,3907992,46,5656,966000,ethermine
4094,3907993,77,9966,4666421,ethfans.org
4095,3907994,76,11561,4627810,Coinotron
4096,3907995,22,3457,767260,f2pool
4097,3907996,1,637,21000,miningpoolhub_1
4098,3907997,32,4736,4579997,ethermine
4099,3907998,80,9789,4614739,ethermine
4100,3907999,20,3455,3289815,ethfans.org
4101,3908000,70,9473,4577437,Ethpool_2
4102,3908001,0,520,0,miningpoolhub_1
4103,3908002,71,9939,4692705,f2pool
4104,3908003,11,2385,391230,f2pool
4105,3908004,39,5494,4702978,DwarfPool1
4106,3908005,32,4772,793230,f2pool
4107,3908006,43,5582,4654484,ethermine
4108,3908007,58,7199,4544296,miningpoolhub_1
4109,3908008,2,762,221000,f2pool
4110,3908009,67,8309,4551987,ethfans.org
4111,3908010,25,3577,1867417,miningpoolhub_1
4112,3908011,205,24037,4622488,f2pool
4113,3908012,67,8281,4562820,ethermine
4114,3908013,40,5649,4583507,Nanopool
4115,3908014,55,7471,4618318,ethermine
4116,3908015,44,6059,4699397,C0ea08A2d
4117,3908016,73,9254,4570751,C0ea08A2d
4118,3908017,208,24245,4628829,f2pool
4119,3908018,60,8168,4569182,Ethpool_2
4120,3908019,88,11381,4704907,f2pool
4121,3908020,60,7394,4652708,ethermine
4122,3908021,69,8939,4231965,ethfans.org
4123,3908022,209,24557,4694148,ethermine
4124,3908023,206,24534,4639800,f2pool
4125,3908024,71,8516,1562385,ethermine
4126,3908025,46,6945,4712114,ethermine
4127,3908026,203,23673,4654409,f2pool
4128,3908027,206,24351,4611650,f2pool
4129,3908028,32,5165,1166475,f2pool
4130,3908029,54,7193,4682456,f2pool
