X,block_number,block_transaction_count,block_size,block_gas_used,miners_label
2064,3905868,45,5643,4704780,ethermine
2071,3905869,3,871,102000,f2pool
2072,3905870,41,5514,4595336,ethfans.org
2075,3905871,39,4969,4633832,ethfans.org
2076,3905872,23,3857,4586465,miningpoolhub_1
2079,3905873,24,3278,4541513,Ethpool_2
2081,3905874,67,8420,4571164,Nanopool
2082,3905875,35,6383,4569409,C0ea08A2d
2094,3905876,19,2672,4569824,ethfans.org
2095,3905877,32,4272,4691508,Nanopool
2101,3905878,20,2822,4685000,Nanopool
2103,3905879,33,4549,4583661,miningpoolhub_1
2104,3905880,29,3783,4621044,ethfans.org
2105,3905881,0,533,0,f2pool
2106,3905882,0,533,0,f2pool
2107,3905883,18,2602,4706763,ethermine
2110,3905884,24,3537,4667321,ethfans.org
2112,3905885,35,4486,4584797,ethermine
2113,3905886,4,1509,240000,f2pool
2114,3905887,0,527,0,DwarfPool1
2115,3905888,31,4118,4661911,ethfans.org
2125,3905889,5,1161,234571,f2pool
2126,3905890,28,3693,4697842,ethfans.org
2127,3905891,42,5870,4616037,miningpoolhub_1
2131,3905892,27,3644,4617490,ethfans.org
2132,3905893,0,527,0,DwarfPool1
2133,3905894,33,4187,4706936,Ethpool_2
2138,3905895,3,870,102000,f2pool
2139,3905896,45,5850,4694527,ethermine
2140,3905897,99,11679,4612058,ethermine
2144,3905898,1,646,60000,f2pool
2145,3905899,36,4577,4621090,C0ea08A2d
1808,3905900,47,5835,4691408,miningpoolhub_1
1816,3905901,43,5405,4593430,bitclubpool
1817,3905902,2,758,81000,f2pool
1818,3905903,0,527,0,DwarfPool1
1819,3905904,59,7298,4689347,Nanopool
1826,3905905,4,984,123000,f2pool
1827,3905906,33,4182,4703093,ethermine
1830,3905907,16,2308,4704009,Ethpool_2
1831,3905908,109,13396,4708366,Nanopool
1833,3905909,0,533,0,f2pool
1834,3905910,0,527,0,DwarfPool1
1835,3905911,9,1534,424514,f2pool
1836,3905912,16,2358,4693643,miningpoolhub_1
1838,3905913,63,7782,4654640,ethermine
1840,3905914,21,3050,4620707,ethfans.org
1845,3905915,44,5481,4669219,ethfans.org
1846,3905916,10,1798,598328,f2pool
1847,3905917,55,7034,4693514,ethermine
1848,3905918,43,5886,4656703,ethermine
1850,3905919,12,1932,4694417,ethermine
1851,3905920,44,5826,4711061,Nanopool
1857,3905921,56,7032,4611570,miningpoolhub_1
1858,3905922,57,7024,4647755,ethfans.org
1863,3905923,12,1871,4627000,Nanopool
1865,3905924,0,533,0,f2pool
1866,3905925,35,4778,4555279,ethermine
1870,3905926,111,13084,4645234,ethermine
1872,3905927,47,5844,4664427,Nanopool
1873,3905928,4,989,4631185,Nanopool
1874,3905929,8,1423,4674132,miningpoolhub_1
1878,3905930,34,4335,4578969,C0ea08A2d
1879,3905931,45,5884,4642284,miningpoolhub_1
1880,3905932,0,527,0,DwarfPool1
1884,3905933,176,21354,4698165,ethermine
1910,3905934,35,4796,4535818,ethermine
1911,3905935,3,903,88513,f2pool
1912,3905936,1,646,60000,f2pool
1913,3905937,48,6169,4593854,ethermine
1923,3905938,30,4026,4702625,ethermine
1926,3905939,44,6039,4696763,Nanopool
1928,3905940,6,1199,321000,f2pool
1929,3905941,32,4353,4689468,miningpoolhub_1
1930,3905942,2,758,120000,f2pool
1931,3905943,1,647,60000,f2pool
1932,3905944,4,1053,135571,f2pool
1933,3905945,44,5869,4701299,ethermine
1934,3905946,65,8811,4702395,ethermine
1937,3905947,56,7589,4710832,ethermine
1945,3905948,4,982,203136,f2pool
1946,3905949,5,1089,222000,f2pool
1947,3905950,44,6928,4696115,C0ea08A2d
1950,3905951,37,4973,4697811,miningpoolhub_1
1951,3905952,40,6139,4627216,miningpoolhub_1
1952,3905953,4,1119,187142,f2pool
1953,3905954,40,5535,4677543,C0ea08A2d
1968,3905955,4,979,240000,f2pool
1969,3905956,44,5783,4656225,C0ea08A2d
1970,3905957,17,2487,4557635,ethermine
1971,3905958,46,6031,4637732,ethfans.org
1984,3905959,0,533,0,f2pool
1985,3905960,38,5390,4645180,Nanopool
1989,3905961,44,5861,4614624,Nanopool
1992,3905962,24,4233,4583186,ethfans.org
1993,3905963,111,13674,4634461,ethermine
1996,3905964,29,4008,2861122,a9a926b
2000,3905965,53,6592,4641069,Ethpool_2
2001,3905966,34,4744,4621153,ethfans.org
2005,3905967,24,3557,4703874,ethfans.org
2009,3905968,26,3775,3041585,ethermine
2010,3905969,42,5564,4593269,ethermine
2021,3905970,39,5034,4681758,Nanopool
2030,3905971,50,6409,4595931,ethermine
2037,3905972,4,984,84000,f2pool
2049,3905973,1,646,4700000,ethermine
2050,3905974,0,1051,0,DwarfPool1
2051,3905975,40,5175,4642335,Ethpool_2
2052,3905976,41,5527,4607809,miningpoolhub_1
2060,3905977,45,5746,4596034,ethfans.org
2061,3905978,3,1216,4590888,Ethpool_2
2062,3905979,38,4981,4678327,Coinotron
2065,3905980,37,4728,4617959,miningpoolhub_1
2066,3905981,43,5514,4633027,ethfans.org
2067,3905982,30,4002,4710360,ethermine
2068,3905983,32,4569,4687409,miningpoolhub_1
2073,3905984,3,1078,100713,f2pool
2077,3905985,39,5335,4641611,ethfans.org
2078,3905986,51,6699,4639274,Nanopool
2083,3905987,17,2665,4545245,ethfans.org
2084,3905988,172,22353,4693703,ethermine
2096,3905989,201,23833,4708410,ethermine
2111,3905990,38,4848,4697103,Nanopool
2118,3905991,4,986,263009,f2pool
2119,3905992,52,7273,4674310,ethermine
2120,3905993,2,757,81000,f2pool
2121,3905994,95,11368,4695450,ethermine
2128,3905995,46,6319,4703538,ethermine
2134,3905996,2,758,81000,f2pool
2135,3905997,0,527,0,DwarfPool1
2136,3905998,30,3978,4703522,ethfans.org
2137,3905999,0,527,0,DwarfPool1
1895,3906000,27,3996,4705496,ethfans.org
1897,3906001,63,8335,4704254,Nanopool
1898,3906002,7,1384,299737,f2pool
1899,3906003,48,6874,4700457,waterhole
1900,3906004,31,4136,4633935,ethermine
1906,3906005,1,646,60000,f2pool
1907,3906006,4,978,240000,f2pool
1908,3906007,37,5183,4625834,C0ea08A2d
1909,3906008,33,4930,4658090,ethermine
1919,3906009,5,1092,323000,f2pool
1920,3906010,35,4652,4625199,poolgpu
1921,3906011,5,1089,222000,f2pool
1922,3906012,42,5483,4692920,ethfans.org
1927,3906013,40,5132,4709820,ethermine
1940,3906014,42,5341,4651316,C0ea08A2d
1941,3906015,69,8524,4631256,ethermine
1943,3906016,4,989,4659509,ethermine
1944,3906017,43,5708,4582363,DwarfPool1
1957,3906018,39,5399,4618065,miningpoolhub_1
1958,3906019,5,1090,222000,f2pool
1959,3906020,3,1057,170692,f2pool
1960,3906021,59,8383,4593816,ethermine
1974,3906022,22,10281,4638301,Nanopool
1975,3906023,21,2918,4598197,ethermine
1976,3906024,1,646,60000,f2pool
1977,3906025,45,5829,4644670,ethermine
1986,3906026,0,533,0,f2pool
1987,3906027,32,4248,4563131,ethermine
1995,3906028,44,5755,4690494,ethermine
2004,3906029,45,6643,4676299,ethermine
2011,3906030,0,527,0,DwarfPool1
2012,3906031,0,1057,0,DwarfPool1
2013,3906032,45,6461,4633672,ethermine
2014,3906033,0,533,0,f2pool
2015,3906034,1,646,60000,f2pool
2019,3906035,28,3843,4628741,ethermine
2022,3906036,0,527,0,DwarfPool1
2023,3906037,40,5073,4550441,ethermine
2024,3906038,0,527,0,DwarfPool1
2025,3906039,3,871,141000,f2pool
2026,3906040,0,533,0,f2pool
2027,3906041,0,533,0,f2pool
2028,3906042,3,1058,131564,f2pool
2029,3906043,29,3760,4688412,Nanopool
2038,3906044,14,2332,690643,f2pool
2039,3906045,0,533,0,f2pool
2040,3906046,50,6935,4688092,ethermine
2041,3906047,4,986,4675598,ethfans.org
2047,3906048,186,23116,4688681,ethermine
2063,3906049,199,23036,4703254,ethermine
2080,3906050,6,1198,360000,f2pool
2085,3906051,2,761,81000,f2pool
2088,3906052,204,23670,4703550,ethermine
2116,3906053,35,4640,4699760,ethermine
2117,3906054,44,5872,4604817,ethermine
2129,3906055,4,984,123000,f2pool
2130,3906056,205,24237,4701308,ethermine
2141,3906057,33,4277,4597926,miningpoolhub_1
2146,3906058,1,650,21000,f2pool
2147,3906059,3,868,180000,f2pool
2148,3906060,61,7343,4705136,ethermine
2150,3906061,58,7219,4584748,ethermine
2153,3906062,44,5580,4680791,C0ea08A2d
2154,3906063,6,1208,4705903,Nanopool
2155,3906064,0,527,0,DwarfPool1
2156,3906065,6,1268,434571,f2pool
2157,3906066,34,4935,4593937,ethfans.org
2160,3906067,30,3966,4610813,Nanopool
2161,3906068,42,5341,4629658,C0ea08A2d
2164,3906069,32,4281,4620700,49deb4
2167,3906070,46,5885,4679107,ethermine
2168,3906071,1,648,4707062,f2pool
2169,3906072,23,3414,4618506,ethermine
2170,3906073,5,1085,4684903,miningpoolhub_1
2171,3906074,42,5342,4552437,Nanopool
2174,3906075,2,757,120000,f2pool
2175,3906076,37,5258,4606803,miningpoolhub_1
2176,3906077,4,978,162000,f2pool
2177,3906078,44,5825,4618520,miningpoolhub_1
2180,3906079,37,4927,4577200,ethermine
2181,3906080,3,861,4706774,miningpoolhub_1
2182,3906081,39,5090,4677657,ethermine
2183,3906082,44,5539,4698218,C0ea08A2d
2184,3906083,37,4771,4623572,miningpoolhub_1
2185,3906084,5,1088,4689824,miningpoolhub_1
2186,3906085,36,4639,4699076,ethermine
2187,3906086,47,5975,4558575,ethermine
2188,3906087,40,5073,4652783,Coinotron
2189,3906088,31,4167,4686776,ethermine
2190,3906089,37,4746,4695125,Ethpool_2
2191,3906090,33,4355,4594347,ethermine
2192,3906091,37,5167,4536363,Nanopool
2193,3906092,42,5302,4619660,ethermine
2194,3906093,35,4526,4639970,ethermine
2195,3906094,36,4566,4668289,Ethpool_2
2196,3906095,34,5260,4694975,ethermine
2197,3906096,39,5040,4620950,miningpoolhub_1
2198,3906097,0,1054,0,DwarfPool1
2199,3906098,39,4965,4652294,ethermine
2200,3906099,35,4555,4693292,ethermine
2201,3906100,41,5308,4584520,miningpoolhub_1
2202,3906101,34,4393,4679926,poolgpu
2203,3906102,45,5654,4617342,miningpoolhub_1
2204,3906103,42,5341,4551292,Nanopool
2205,3906104,42,5306,4666258,ethermine
2206,3906105,36,4910,4585080,poolgpu
2207,3906106,3,938,153571,f2pool
2208,3906107,43,5525,4700586,Coinotron
2209,3906108,27,3751,4690944,ethermine
2210,3906109,29,3910,4637881,ethermine
2211,3906110,2,757,81000,f2pool
2212,3906111,37,4776,4678416,Nanopool
2213,3906112,0,527,0,DwarfPool1
2214,3906113,5,1093,222000,f2pool
2215,3906114,34,4383,4601782,ethermine
2216,3906115,37,4859,4544602,ethfans.org
2217,3906116,0,533,0,f2pool
2218,3906117,0,533,0,f2pool
2219,3906118,41,5353,4560722,ethfans.org
2220,3906119,39,4945,4564008,ethermine
2221,3906120,7,1590,275284,f2pool
2222,3906121,36,4746,4584866,ethfans.org
2223,3906122,44,5542,4614204,ethermine
2224,3906123,51,6418,4702842,ethermine
2225,3906124,0,533,0,f2pool
2226,3906125,27,3613,4657414,Nanopool
2227,3906126,1,646,60000,f2pool
2228,3906127,11,1759,4647968,Nanopool
2229,3906128,3,860,4699740,miningpoolhub_1
2230,3906129,34,4739,4686325,miningpoolhub_1
2231,3906130,200,24316,4695270,ethermine
2232,3906131,42,5326,4642084,Coinotron
2233,3906132,0,527,0,DwarfPool1
2234,3906133,2,759,293080,f2pool
2235,3906134,43,5789,4612576,ethermine
2236,3906135,39,4978,4702818,ethfans.org
2237,3906136,41,5181,4570396,C0ea08A2d
2238,3906137,39,5131,4529878,C0ea08A2d
2239,3906138,40,5080,4644607,ethermine
2240,3906139,58,7140,1335000,f2pool
2241,3906140,44,5530,4631101,C0ea08A2d
2242,3906141,40,5089,4627716,C0ea08A2d
2243,3906142,0,527,0,DwarfPool1
2244,3906143,32,4219,4641941,Ethpool_2
2245,3906144,45,5661,4681908,ethermine
2246,3906145,2,758,120000,f2pool
2247,3906146,45,5633,4649072,ethermine
2248,3906147,24,3394,4620062,Ethpool_2
2249,3906148,5,1089,385029,f2pool
2250,3906149,36,4620,4700392,ethermine
2251,3906150,4,985,1003000,f2pool
2252,3906151,33,4334,4658355,ethermine
2253,3906152,42,5382,4627865,Nanopool
2254,3906153,0,533,0,f2pool
2255,3906154,30,4316,4559366,ethfans.org
2256,3906155,40,5215,4624132,ethfans.org
2257,3906156,40,5080,4610788,Nanopool
2258,3906157,41,5243,4615968,miningpoolhub_1
2259,3906158,38,4829,4679476,ethermine
2260,3906159,32,4197,4640789,ethermine
2261,3906160,0,533,0,f2pool
2262,3906161,41,5296,4659244,ethermine
2263,3906162,32,4222,4535030,ethfans.org
2264,3906163,39,5065,4709870,ethfans.org
2265,3906164,46,5729,4663808,ethermine
2266,3906165,32,4236,4601312,miningpoolhub_1
2267,3906166,42,5316,4669466,miningpoolhub_1
2268,3906167,36,4591,4683255,Nanopool
2269,3906168,1,648,21000,f2pool
2270,3906169,38,4915,4674381,C0ea08A2d
2271,3906170,29,4304,4654361,miningpoolhub_1
2272,3906171,4,978,162000,f2pool
2273,3906172,0,533,0,f2pool
2274,3906173,0,527,0,DwarfPool1
2275,3906174,1,647,60000,f2pool
2276,3906175,22,3047,4691355,Ethpool_2
2277,3906176,30,4056,4686800,b3abc
2278,3906177,111,13179,4701588,waterhole
2279,3906178,28,3723,4702503,ethfans.org
2280,3906179,44,5599,4697470,ethfans.org
2281,3906180,32,4201,4685028,ethfans.org
2282,3906181,39,5150,4691030,ethermine
2283,3906182,51,6415,4693681,ethermine
2284,3906183,33,4327,4625719,ethermine
2285,3906184,4,989,123000,f2pool
2286,3906185,3,1407,4694751,ethfans.org
2287,3906186,44,5603,4703214,ethermine
2288,3906187,43,5588,4681150,ethermine
2289,3906188,36,5831,4645697,miningpoolhub_1
2290,3906189,38,4957,4684959,alpereum
2291,3906190,36,5176,4634385,ethermine
2292,3906191,0,527,0,DwarfPool1
2293,3906192,26,3578,4534599,ethfans.org
2294,3906193,0,533,0,f2pool
2295,3906194,4,978,201000,f2pool
2296,3906195,33,4289,4694322,ethermine
2297,3906196,2,756,42000,f2pool
2298,3906197,0,527,0,DwarfPool1
2299,3906198,8,1559,388142,f2pool
2300,3906199,0,527,0,DwarfPool1
2400,3906200,4,979,1081000,f2pool
2401,3906201,1,647,21000,f2pool
2402,3906202,20,2753,4689664,ethermine
2403,3906203,32,4098,4677068,bitclubpool
2404,3906204,1,646,60000,f2pool
2405,3906205,0,527,0,DwarfPool1
2406,3906206,38,4829,4684571,Nanopool
2407,3906207,49,6253,4667678,alpereum
2409,3906208,1,646,21000,f2pool
2410,3906209,44,5615,4700439,ethermine
2411,3906210,41,5188,4688069,Ethpool_2
2412,3906211,44,5630,4651152,C0ea08A2d
2413,3906212,26,3677,4674411,Nanopool
2414,3906213,37,4809,4669081,C0ea08A2d
2415,3906214,32,4501,4694166,C0ea08A2d
2416,3906215,41,5264,4688964,ethermine
2417,3906216,2,758,120000,f2pool
2418,3906217,41,5265,4704566,ethfans.org
2419,3906218,39,5141,4706428,Coinotron
2420,3906219,37,4770,4659141,Ethpool_2
2421,3906220,0,533,0,f2pool
2422,3906221,0,527,0,DwarfPool1
2423,3906222,6,1896,274265,f2pool
2424,3906223,7,1498,293756,f2pool
2425,3906224,6,1200,204000,f2pool
2426,3906225,26,3729,4700368,ethfans.org
2427,3906226,27,3542,4693166,ethermine
2428,3906227,35,4538,4562310,Coinotron
2429,3906228,45,5665,4641269,ethfans.org
2430,3906229,40,5272,4691977,miningpoolhub_1
2431,3906230,33,4316,4651947,ethermine
2432,3906231,38,4936,4682821,ethermine
2433,3906232,34,4434,4612762,miningpoolhub_1
2434,3906233,37,4702,4553627,Ethpool_2
2438,3906234,1,716,33571,f2pool
2439,3906235,5,1635,385029,f2pool
2440,3906236,41,5284,4704008,ethfans.org
2441,3906237,38,5023,4690228,bitclubpool
2444,3906238,34,4507,4675992,bitclubpool
2445,3906239,36,4761,4684829,Ethpool_2
2446,3906240,32,4748,4556773,ethermine
2450,3906241,7,1506,525180,f2pool
2451,3906242,32,4158,4641176,ethfans.org
2452,3906243,25,3418,4692356,ethfans.org
2455,3906244,0,533,0,f2pool
2456,3906245,40,5172,4557237,ethermine
2457,3906246,39,4957,4636002,miningpoolhub_1
2465,3906247,7,1314,404000,f2pool
2466,3906248,36,4616,4628282,ethfans.org
2472,3906249,2,760,42000,f2pool
2473,3906250,36,4689,4704129,C0ea08A2d
2475,3906251,41,5218,4647208,Nanopool
2476,3906252,35,4629,4633439,ethermine
2477,3906253,4,979,201000,f2pool
2480,3906254,0,527,0,DwarfPool1
2481,3906255,38,4955,4705398,Ethpool_2
2482,3906256,41,5389,4619734,ethfans.org
2483,3906257,7,1314,264000,f2pool
2490,3906258,37,4836,4683168,Ethpool_2
2491,3906259,35,4510,4659631,C0ea08A2d
2492,3906260,45,5745,4654004,ethermine
2495,3906261,214,24724,4703698,waterhole
2497,3906262,176,21027,4697448,a4aaf1d
2510,3906263,34,4584,4556432,Nanopool
2511,3906264,0,527,0,DwarfPool1
2512,3906265,23,3539,4674928,miningpoolhub_1
2513,3906266,0,527,0,DwarfPool1
2514,3906267,0,527,0,DwarfPool1
2517,3906268,39,5371,4616741,C0ea08A2d
2518,3906269,41,5300,4686798,ethermine
2519,3906270,8,3890,1070916,f2pool
2522,3906271,4,978,302000,f2pool
2523,3906272,2,758,120000,f2pool
2524,3906273,0,533,0,f2pool
2525,3906274,43,5863,4673631,ethermine
2526,3906275,220,25491,4677010,waterhole
2531,3906276,49,6541,4696832,ethfans.org
2534,3906277,52,6639,4598036,ethfans.org
2535,3906278,38,4940,4612696,Nanopool
2538,3906279,0,527,0,DwarfPool1
2539,3906280,43,5546,4648897,Nanopool
2540,3906281,25,4037,4645435,poolgpu
2544,3906282,49,6782,4665477,ethermine
2545,3906283,3,867,102000,f2pool
2546,3906284,41,5646,4627394,a9a926b
2549,3906285,3,870,102000,f2pool
2550,3906286,1,646,21000,f2pool
2551,3906287,1,1172,21000,f2pool
2552,3906288,55,7044,4547309,miningpoolhub_1
2553,3906289,152,21881,4699733,ethermine
2559,3906290,3,871,141000,f2pool
2560,3906291,1,646,21000,f2pool
2561,3906292,50,6211,4620953,ethermine
2567,3906293,26,3440,4700850,ethfans.org
2568,3906294,37,4870,4611661,C0ea08A2d
2569,3906295,25,3417,4628247,miningpoolhub_1
2573,3906296,42,5460,4649813,ethfans.org
2574,3906297,38,4829,4659178,ethfans.org
2575,3906298,1,647,60000,f2pool
2576,3906299,32,4177,4682035,Nanopool
2435,3906300,38,5233,4679314,ethfans.org
2436,3906301,32,4181,4552561,ethermine
2437,3906302,44,5788,4615190,ethfans.org
2442,3906303,37,5063,4681044,ethermine
2443,3906304,33,4313,4671184,Ethpool_2
2447,3906305,41,5319,4593383,ethfans.org
2448,3906306,3,876,63000,f2pool
2449,3906307,33,4396,4626223,miningpoolhub_1
2453,3906308,45,5647,4569183,Nanopool
2454,3906309,20,2857,4622462,ethermine
2458,3906310,3,870,64966,f2pool
2459,3906311,44,5681,4627672,miningpoolhub_1
2460,3906312,12,1936,662537,f2pool
2461,3906313,2,759,81000,f2pool
2462,3906314,2,760,42000,f2pool
2463,3906315,2,757,43966,f2pool
2464,3906316,21,2859,4699982,Ethpool_2
2467,3906317,0,527,0,DwarfPool1
2468,3906318,33,4368,4694298,C0ea08A2d
2469,3906319,1,650,21000,f2pool
2470,3906320,11,1759,4686032,ethermine
2471,3906321,59,7430,4697885,miningpoolhub_1
2474,3906322,43,6024,4630449,alpereum
2478,3906323,19,2693,4676367,ethfans.org
2479,3906324,38,5413,4642203,ethermine
2484,3906325,3,868,102000,f2pool
2485,3906326,36,4722,4708678,ethfans.org
2486,3906327,30,4009,4689268,ea5da3
2487,3906328,2,819,58265,f2pool
2488,3906329,1,1180,21000,f2pool
2489,3906330,48,6088,4645306,ethermine
2493,3906331,5,1090,184966,f2pool
2494,3906332,47,5901,4688859,miningpoolhub_1
2496,3906333,197,24230,4692181,ethermine
2498,3906334,42,5556,4700263,miningpoolhub_1
2499,3906335,1,640,21000,DwarfPool1
2500,3906336,34,4645,4666329,ethfans.org
2501,3906337,0,527,0,DwarfPool1
2502,3906338,45,5958,4696229,ethermine
2503,3906339,0,533,0,f2pool
2504,3906340,1,646,21000,f2pool
2505,3906341,38,5165,4573827,C0ea08A2d
2506,3906342,36,4695,4596174,Coinotron
2507,3906343,22,3146,4638246,a9a926b
2508,3906344,6,1332,387836,f2pool
