X,block_number,block_transaction_count,block_size,block_gas_used,block_miner
2239,3906138,40,5080,4644607,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2245,3906144,45,5661,4681908,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2247,3906146,45,5633,4649072,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2250,3906149,36,4620,4700392,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2252,3906151,33,4334,4658355,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2259,3906158,38,4829,4679476,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2260,3906159,32,4197,4640789,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2262,3906161,41,5296,4659244,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2265,3906164,46,5729,4663808,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2282,3906181,39,5150,4691030,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2283,3906182,51,6415,4693681,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2284,3906183,33,4327,4625719,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2287,3906186,44,5603,4703214,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2288,3906187,43,5588,4681150,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2291,3906190,36,5176,4634385,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2296,3906195,33,4289,4694322,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2301,3906400,45,5639,4682477,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2302,3906401,37,4928,4623188,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2318,3906417,42,5382,4695067,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2320,3906419,16,2431,4692751,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2321,3906420,37,4764,4597013,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2322,3906421,41,5235,4597122,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2324,3906423,40,5183,4617851,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2326,3906425,41,5233,4677811,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2332,3906431,27,3581,4552495,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2335,3906434,32,4259,4669509,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2345,3906444,41,5793,4693667,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2350,3906449,35,4549,4565121,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2362,3906461,41,5223,4653343,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2363,3906462,36,4753,4601008,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2371,3906470,29,4042,4684676,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2372,3906471,37,4803,4687519,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2374,3906473,40,5096,4626804,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2379,3906478,51,6438,4697891,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2383,3906482,42,5829,4617294,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2386,3906485,53,6744,4618900,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2387,3906486,36,4679,4664445,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2390,3906489,35,4495,4700348,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2393,3906492,54,6660,4666354,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2395,3906494,39,5607,4700794,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2398,3906497,44,5577,4620086,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2399,3906498,46,5748,4670628,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2402,3906202,20,2753,4689664,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2410,3906209,44,5615,4700439,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2416,3906215,41,5264,4688964,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2427,3906226,27,3542,4693166,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2431,3906230,33,4316,4651947,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2432,3906231,38,4936,4682821,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2436,3906301,32,4181,4552561,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2442,3906303,37,5063,4681044,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2446,3906240,32,4748,4556773,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2454,3906309,20,2857,4622462,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2456,3906245,40,5172,4557237,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2470,3906320,11,1759,4686032,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2476,3906252,35,4629,4633439,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2479,3906324,38,5413,4642203,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2489,3906330,48,6088,4645306,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2492,3906260,45,5745,4654004,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2496,3906333,197,24230,4692181,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2502,3906338,45,5958,4696229,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2518,3906269,41,5300,4686798,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2525,3906274,43,5863,4673631,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2528,3906351,34,4577,4665499,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2543,3906360,35,5105,4563644,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2544,3906282,49,6782,4665477,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2553,3906289,152,21881,4699733,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2555,3906364,39,4919,4629841,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2558,3906367,41,5329,4617143,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2561,3906292,50,6211,4620953,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2566,3906372,25,3308,4703456,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2572,3906375,35,4670,4679127,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2585,3906384,27,4007,4689315,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2589,3906388,43,5409,4685787,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2598,3906397,42,5404,4695261,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2599,3906398,55,7315,4656725,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2602,3906501,43,5456,4556373,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2610,3906509,40,5246,4701924,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2612,3906511,33,4300,4582918,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2613,3906512,58,7303,4628638,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2617,3906516,38,4972,4607882,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2619,3906518,46,5767,4667992,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2621,3906520,38,4873,4559288,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2628,3906527,71,9563,4695256,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2630,3906529,38,5226,4611275,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2638,3906537,48,6143,4608319,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2646,3906545,38,5007,4619744,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2650,3906549,54,6780,4587851,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2651,3906550,46,6117,4699241,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2655,3906554,51,6529,4699102,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2659,3906558,43,5458,4574035,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2660,3906559,25,10538,4682520,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2665,3906564,33,4356,4675881,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2669,3906568,43,5505,4697929,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2671,3906570,214,24389,4706617,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2678,3906577,55,7056,4710991,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2682,3906581,44,5763,4689070,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2683,3906582,224,25113,4712111,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2684,3906583,220,24672,4698337,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2688,3906587,7,13993,4711559,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2696,3906595,220,24700,4689816,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2699,3906598,40,5203,4667028,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2702,3906601,105,20638,4692603,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2704,3906603,218,24664,4711431,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2706,3906605,182,22552,4699173,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2710,3906609,169,22316,4694202,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2714,3906613,46,5773,4694005,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2716,3906615,35,4518,4692442,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2717,3906616,40,5777,4645452,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2726,3906625,208,23704,4681522,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2727,3906626,219,25258,4705371,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2732,3906631,216,24404,4694161,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2737,3906636,220,24719,4694202,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2741,3906640,47,6756,4696893,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2744,3906643,205,23452,4694773,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2749,3906804,28,3780,4689141,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2750,3906805,48,6141,4708211,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2752,3906645,37,8202,4706511,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2753,3906806,218,24685,4702847,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2757,3906807,213,24539,4669870,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2765,3906656,218,25005,4694914,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2769,3906700,220,24843,4670020,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2770,3906811,171,19638,3686556,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2778,3906814,50,6228,4711860,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2781,3906659,36,4701,4687720,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2785,3906706,218,24852,4676046,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2786,3906901,34,4279,721985,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2799,3906818,64,7693,1403817,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2800,3906663,214,24517,4701522,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2803,3907004,217,25312,4670111,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2806,3906819,105,15068,4704892,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2818,3906822,160,20664,4709688,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2819,3906913,54,6661,4622152,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2824,3906666,217,25165,4691753,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2829,3907009,138,17969,4708598,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2832,3906918,215,24782,4666048,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2844,3906829,35,5242,4568831,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2848,3906719,215,25242,4704308,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2850,3907012,38,5004,4585249,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2853,3907013,25,4080,4671924,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2855,3906919,188,21738,4130023,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2856,3907014,198,22499,4218648,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2861,3906671,221,25003,4703179,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2863,3906835,172,19690,3737526,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2881,3906922,104,12207,2232630,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2890,3906836,39,6329,4666139,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2892,3906674,204,23324,4698441,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2898,3906929,76,9091,1633197,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2899,3907026,41,5381,4700261,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2902,3906676,216,24494,4705107,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2903,3906839,40,5733,4692701,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2905,3906729,218,25893,4703043,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2910,3907030,217,24613,4694583,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2913,3906677,36,7614,4698404,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2916,3906933,49,6570,4575142,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2924,3906732,39,5699,4656256,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2926,3907032,27,4204,4704464,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2930,3907033,212,24446,4659566,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2937,3906846,102,11811,2175119,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2958,3906689,218,24708,4707170,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2962,3906851,138,16136,3081484,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2964,3907036,214,24393,4666112,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2972,3906747,167,22108,4693695,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2974,3906853,37,5807,4697323,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2979,3906948,217,25002,4673427,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2984,3906856,38,4744,815749,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2987,3906748,218,24856,4706859,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2998,3906954,218,24616,4694818,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3000,3907040,210,24087,4671764,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3009,3906867,119,13802,2574765,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3012,3906698,220,24966,4702611,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3014,3906750,128,18937,4705546,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3015,3906699,36,5701,4592164,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3017,3906955,53,7768,4702474,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3018,3906751,107,16306,4697596,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3019,3907042,42,5387,4623439,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3021,3906956,127,14718,2782123,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3025,3907045,41,5148,4664421,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3028,3906753,30,5833,4596864,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3030,3906958,49,5973,1091812,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3034,3907048,40,5188,4630004,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3038,3906757,29,5580,4695759,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3042,3906959,105,12101,2216917,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3045,3906960,15,2185,316000,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3051,3906760,220,25037,4697863,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3057,3906876,72,8665,1562814,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3059,3906964,44,5602,4693904,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3060,3906965,63,7506,1346228,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3062,3906762,88,10242,1869900,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3063,3906966,8,1419,179405,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3064,3906967,151,17532,3402381,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3067,3906879,58,7004,1289401,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3073,3906968,7,1314,148000,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3079,3906970,24,3188,515917,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3082,3906767,143,16699,3114652,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3083,3907058,36,4783,4615409,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3087,3906973,22,3608,4709814,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3097,3906772,39,6757,4702528,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3100,3906977,179,23583,4706282,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3103,3906774,121,13953,2622619,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3107,3907062,215,24771,4683574,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3108,3906891,162,18524,3524828,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3110,3906978,185,21122,4377839,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3112,3906892,34,4502,4565990,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3119,3907066,210,24009,4692054,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3122,3906778,220,24728,4698877,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3123,3906894,49,5935,1032389,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3124,3906982,20,3032,4686770,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3126,3906984,39,5048,4586202,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3131,3907068,44,5972,4691136,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3134,3906896,35,5628,4697958,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3135,3906897,54,6500,1137866,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3145,3906784,42,5195,4680815,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3148,3906785,215,24561,4676761,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3150,3906899,64,7723,1383178,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3156,3907075,47,5875,4592070,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3159,3907077,216,24673,4697403,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3160,3906995,221,24927,4711490,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3165,3906996,43,5542,4706773,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3171,3906789,67,9677,4678375,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3182,3907088,221,24971,4696170,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3184,3906794,159,23250,4700207,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3191,3906796,50,7147,4633719,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3193,3907095,163,21435,4700304,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3202,3907401,84,18309,4704428,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3206,3907405,41,5153,4688440,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3216,3907415,37,4771,4602831,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3218,3907417,180,20745,4001013,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3221,3907420,16,2326,337945,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3222,3907421,36,4623,4670211,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3225,3907424,41,5397,4597692,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3230,3907429,74,8844,4689843,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3242,3907441,36,5419,4669702,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3243,3907442,42,5315,4704637,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3251,3907450,39,5026,4576446,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3253,3907452,206,23823,4678031,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3259,3907458,71,8512,1601149,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3267,3907466,39,5497,4700559,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3268,3907467,126,14745,2853848,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3286,3907485,33,4336,4672007,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3292,3907491,43,5724,4587572,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3297,3907496,145,16804,3211867,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3299,3907498,37,5346,4687846,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3301,3907500,67,8024,1488716,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3312,3907511,42,5313,4696439,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3322,3907521,159,18927,3529821,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3323,3907522,40,5127,4660958,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3325,3907524,20,2873,4705595,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3328,3907527,206,23686,4677271,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3331,3907201,217,24777,4666934,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3334,3907531,85,10367,4665369,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3336,3907533,55,6731,1240615,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3338,3907535,34,4414,4709795,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3343,3907540,42,5621,4705070,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3345,3907542,91,10795,2029350,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3353,3907546,63,7546,1396705,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3355,3907547,9,1603,201296,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3357,3907549,29,4020,4699691,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3368,3907553,212,24952,4663430,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3379,3907223,34,4493,4622135,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3380,3907224,206,23452,4653931,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3396,3907225,214,24497,4666861,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3401,3907300,153,17704,3405992,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3403,3907574,214,24665,4666238,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3404,3907227,146,16955,3232197,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3405,3907301,20,2801,449597,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3407,3907303,53,6477,1168784,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3412,3907577,71,8628,1610226,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3419,3907232,40,7407,4649935,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3427,3907235,148,20896,4699816,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3430,3907236,108,12676,2318801,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3432,3907585,113,13335,2504472,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3437,3907311,34,4414,4661003,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3448,3907240,46,7783,4696491,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3453,3907314,111,13040,2469606,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3455,3907242,24,4202,4666081,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3461,3907319,91,10760,1967176,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3471,3907323,37,4823,4576472,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3472,3907249,35,5579,4711587,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3480,3907255,44,5665,4694348,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3483,3907326,108,12700,2333066,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3485,3907257,214,24654,4674318,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3489,3907260,142,16366,3081585,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3490,3907328,103,20253,4696523,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3497,3907262,24,3842,4696468,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3502,3907338,32,4212,4709872,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3508,3907267,92,10948,2043183,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3517,3907274,38,5807,4672114,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3518,3907342,105,12247,2281161,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3519,3907343,43,5631,4694133,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3524,3907100,38,4912,4605858,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3526,3907280,40,5263,4703877,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3529,3907283,22,3034,4678600,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3531,3907101,221,24710,4698497,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3541,3907105,219,24548,4693150,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3544,3907288,214,24395,4696699,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3547,3907291,116,13539,2513024,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3548,3907106,42,5928,4673054,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3551,3907350,81,20083,4698414,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3560,3907352,39,4987,4621201,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3563,3907108,212,24436,4661488,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3566,3907356,112,13200,2409074,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3567,3907109,40,5101,4572180,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3569,3907111,221,24837,4692758,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3572,3907113,219,24685,4710250,0xea674fdde714fd979de3edf0f56aa9716b898ec8
3578,3907363,142,17287,3139292,0xea674fdde714fd979de3edf0f56aa9716b898ec8
