X,block_number,block_transaction_count,block_size,block_gas_used,block_miner
3739,3907638,25,4819,863199,0x61c808d82a3ac53231750dadc13c777b59310bd9
3742,3907641,2,760,42000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3747,3907646,37,7232,1276895,0x61c808d82a3ac53231750dadc13c777b59310bd9
3748,3907647,0,533,0,0x61c808d82a3ac53231750dadc13c777b59310bd9
3752,3907651,13,2336,340350,0x61c808d82a3ac53231750dadc13c777b59310bd9
3757,3907656,37,6907,1245219,0x61c808d82a3ac53231750dadc13c777b59310bd9
3760,3907659,10,2132,483290,0x61c808d82a3ac53231750dadc13c777b59310bd9
3769,3907668,69,10520,4694351,0x61c808d82a3ac53231750dadc13c777b59310bd9
3774,3907673,67,10789,4698350,0x61c808d82a3ac53231750dadc13c777b59310bd9
3778,3907677,7,1725,227820,0x61c808d82a3ac53231750dadc13c777b59310bd9
3781,3907680,31,6050,1053302,0x61c808d82a3ac53231750dadc13c777b59310bd9
3782,3907681,10,2335,344700,0x61c808d82a3ac53231750dadc13c777b59310bd9
3783,3907682,20,4006,662460,0x61c808d82a3ac53231750dadc13c777b59310bd9
3787,3907686,5,1304,145410,0x61c808d82a3ac53231750dadc13c777b59310bd9
3789,3907688,3,872,102000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3792,3907691,24,4474,752900,0x61c808d82a3ac53231750dadc13c777b59310bd9
3793,3907692,1,646,21000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3794,3907693,5,1371,158880,0x61c808d82a3ac53231750dadc13c777b59310bd9
3796,3907695,6,1209,165000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3801,3907700,10,1669,210000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3804,3907703,3,1097,192865,0x61c808d82a3ac53231750dadc13c777b59310bd9
3809,3907708,3,932,79265,0x61c808d82a3ac53231750dadc13c777b59310bd9
3814,3907713,1,647,21000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3822,3907721,8,1771,313350,0x61c808d82a3ac53231750dadc13c777b59310bd9
3823,3907722,0,533,0,0x61c808d82a3ac53231750dadc13c777b59310bd9
3824,3907723,11,2309,416760,0x61c808d82a3ac53231750dadc13c777b59310bd9
3827,3907726,11,2304,416760,0x61c808d82a3ac53231750dadc13c777b59310bd9
3830,3907729,28,5230,975810,0x61c808d82a3ac53231750dadc13c777b59310bd9
3831,3907730,23,4467,791400,0x61c808d82a3ac53231750dadc13c777b59310bd9
3832,3907731,3,942,115470,0x61c808d82a3ac53231750dadc13c777b59310bd9
3836,3907735,5,1372,158880,0x61c808d82a3ac53231750dadc13c777b59310bd9
3837,3907736,28,5387,969038,0x61c808d82a3ac53231750dadc13c777b59310bd9
3838,3907737,0,1063,0,0x61c808d82a3ac53231750dadc13c777b59310bd9
3839,3907738,1,716,34470,0x61c808d82a3ac53231750dadc13c777b59310bd9
3842,3907741,42,7359,1462010,0x61c808d82a3ac53231750dadc13c777b59310bd9
3845,3907744,4,1191,124410,0x61c808d82a3ac53231750dadc13c777b59310bd9
3847,3907746,8,2386,293108,0x61c808d82a3ac53231750dadc13c777b59310bd9
3851,3907750,22,4201,821290,0x61c808d82a3ac53231750dadc13c777b59310bd9
3852,3907751,3,1008,128940,0x61c808d82a3ac53231750dadc13c777b59310bd9
3853,3907752,1,649,21000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3859,3907758,22,4949,747665,0x61c808d82a3ac53231750dadc13c777b59310bd9
3864,3907763,6,1617,206820,0x61c808d82a3ac53231750dadc13c777b59310bd9
3868,3907767,6,1609,224679,0x61c808d82a3ac53231750dadc13c777b59310bd9
3869,3907768,12,2557,425700,0x61c808d82a3ac53231750dadc13c777b59310bd9
3871,3907770,37,6985,1313980,0x61c808d82a3ac53231750dadc13c777b59310bd9
3878,3907777,9,1942,311615,0x61c808d82a3ac53231750dadc13c777b59310bd9
3879,3907778,15,3094,528211,0x61c808d82a3ac53231750dadc13c777b59310bd9
3880,3907779,26,5008,894810,0x61c808d82a3ac53231750dadc13c777b59310bd9
3882,3907781,35,6413,1203630,0x61c808d82a3ac53231750dadc13c777b59310bd9
3884,3907783,2,831,55470,0x61c808d82a3ac53231750dadc13c777b59310bd9
3888,3907787,55,9937,1879560,0x61c808d82a3ac53231750dadc13c777b59310bd9
3889,3907788,49,9162,1691046,0x61c808d82a3ac53231750dadc13c777b59310bd9
3890,3907789,23,4442,843530,0x61c808d82a3ac53231750dadc13c777b59310bd9
3891,3907790,23,4598,818340,0x61c808d82a3ac53231750dadc13c777b59310bd9
3898,3907797,6,1479,218880,0x61c808d82a3ac53231750dadc13c777b59310bd9
3903,3907802,9,2014,361290,0x61c808d82a3ac53231750dadc13c777b59310bd9
3905,3907804,0,533,0,0x61c808d82a3ac53231750dadc13c777b59310bd9
3908,3907807,6,1573,249559,0x61c808d82a3ac53231750dadc13c777b59310bd9
3909,3907808,28,5286,1033322,0x61c808d82a3ac53231750dadc13c777b59310bd9
3914,3907813,23,4469,791400,0x61c808d82a3ac53231750dadc13c777b59310bd9
3918,3907817,7,1591,278880,0x61c808d82a3ac53231750dadc13c777b59310bd9
3919,3907818,1,716,34470,0x61c808d82a3ac53231750dadc13c777b59310bd9
3923,3907822,35,6878,1248074,0x61c808d82a3ac53231750dadc13c777b59310bd9
3930,3907829,8,2436,262290,0x61c808d82a3ac53231750dadc13c777b59310bd9
3935,3907834,2,830,55470,0x61c808d82a3ac53231750dadc13c777b59310bd9
3944,3907843,11,2447,365700,0x61c808d82a3ac53231750dadc13c777b59310bd9
3945,3907844,1,1183,21000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3950,3907849,2,1297,42000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3957,3907855,4,1122,4566714,0x61c808d82a3ac53231750dadc13c777b59310bd9
3959,3907857,3,1009,4537940,0x61c808d82a3ac53231750dadc13c777b59310bd9
3964,3907860,76,13174,2570074,0x61c808d82a3ac53231750dadc13c777b59310bd9
3974,3907909,4,991,123000,0x61c808d82a3ac53231750dadc13c777b59310bd9
3977,3907865,3,1078,103410,0x61c808d82a3ac53231750dadc13c777b59310bd9
3991,3907871,9,2088,294063,0x61c808d82a3ac53231750dadc13c777b59310bd9
3999,3907922,1,716,33571,0x61c808d82a3ac53231750dadc13c777b59310bd9
4005,3907926,3,871,467058,0x61c808d82a3ac53231750dadc13c777b59310bd9
4014,3907882,10,2453,299284,0x61c808d82a3ac53231750dadc13c777b59310bd9
4017,3907931,20,3000,450524,0x61c808d82a3ac53231750dadc13c777b59310bd9
4019,3907933,3,874,63000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4029,3907940,4,987,302000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4031,3907942,4,1679,89023,0x61c808d82a3ac53231750dadc13c777b59310bd9
4032,3907943,2,831,54571,0x61c808d82a3ac53231750dadc13c777b59310bd9
4036,3907889,2,764,42000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4037,3907890,3,1450,64265,0x61c808d82a3ac53231750dadc13c777b59310bd9
4040,3907892,4,1079,126694,0x61c808d82a3ac53231750dadc13c777b59310bd9
4041,3907893,0,1066,0,0x61c808d82a3ac53231750dadc13c777b59310bd9
4042,3907894,7,1327,186000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4047,3907895,0,533,0,0x61c808d82a3ac53231750dadc13c777b59310bd9
4048,3907896,2,858,88131,0x61c808d82a3ac53231750dadc13c777b59310bd9
4051,3907951,7,1549,204750,0x61c808d82a3ac53231750dadc13c777b59310bd9
4052,3907952,2,761,81000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4057,3907956,3,876,102000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4058,3907957,2,1301,81000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4066,3907965,3,878,63000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4069,3907968,1,650,21000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4070,3907969,5,1236,130142,0x61c808d82a3ac53231750dadc13c777b59310bd9
4072,3907971,26,3616,2468607,0x61c808d82a3ac53231750dadc13c777b59310bd9
4073,3907972,76,9424,4662088,0x61c808d82a3ac53231750dadc13c777b59310bd9
4078,3907977,7,1337,147000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4080,3907979,64,9321,4687723,0x61c808d82a3ac53231750dadc13c777b59310bd9
4082,3907981,4,989,123000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4084,3907983,2,761,42000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4086,3907985,17,2473,357000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4096,3907995,22,3457,767260,0x61c808d82a3ac53231750dadc13c777b59310bd9
4103,3908002,71,9939,4692705,0x61c808d82a3ac53231750dadc13c777b59310bd9
4104,3908003,11,2385,391230,0x61c808d82a3ac53231750dadc13c777b59310bd9
4106,3908005,32,4772,793230,0x61c808d82a3ac53231750dadc13c777b59310bd9
4109,3908008,2,762,221000,0x61c808d82a3ac53231750dadc13c777b59310bd9
4112,3908011,205,24037,4622488,0x61c808d82a3ac53231750dadc13c777b59310bd9
4118,3908017,208,24245,4628829,0x61c808d82a3ac53231750dadc13c777b59310bd9
4120,3908019,88,11381,4704907,0x61c808d82a3ac53231750dadc13c777b59310bd9
4124,3908023,206,24534,4639800,0x61c808d82a3ac53231750dadc13c777b59310bd9
4127,3908026,203,23673,4654409,0x61c808d82a3ac53231750dadc13c777b59310bd9
4128,3908027,206,24351,4611650,0x61c808d82a3ac53231750dadc13c777b59310bd9
4129,3908028,32,5165,1166475,0x61c808d82a3ac53231750dadc13c777b59310bd9
4130,3908029,54,7193,4682456,0x61c808d82a3ac53231750dadc13c777b59310bd9
427,3904495,90,11753,4543362,0x625a083bee9e6f0fd756e79880b26b955826702c
1713,3905712,43,5746,4704645,0x625a083bee9e6f0fd756e79880b26b955826702c
2811,3906710,36,6635,4686004,0x625a083bee9e6f0fd756e79880b26b955826702c
3520,3907275,22,10279,4689731,0x625a083bee9e6f0fd756e79880b26b955826702c
1009,3904909,57,7997,3890728,0x6b4afbc48f4d6564fe7b2ef80f256a6567ed155e
1534,3905236,74,9829,4705305,0x6b4afbc48f4d6564fe7b2ef80f256a6567ed155e
959,3904780,49,6086,4666810,0x6c7f03ddfdd8a37ca267c88630a4fee958591de0
1253,3905138,35,4709,4550768,0x6c7f03ddfdd8a37ca267c88630a4fee958591de0
1652,3905551,46,6526,4690354,0x6c7f03ddfdd8a37ca267c88630a4fee958591de0
1659,3905558,42,5963,4699764,0x6c7f03ddfdd8a37ca267c88630a4fee958591de0
2290,3906189,38,4957,4684959,0x6c7f03ddfdd8a37ca267c88630a4fee958591de0
2407,3906207,49,6253,4667678,0x6c7f03ddfdd8a37ca267c88630a4fee958591de0
2474,3906322,43,6024,4630449,0x6c7f03ddfdd8a37ca267c88630a4fee958591de0
197,3904209,55,6996,4633336,0x73b8865eda227d6fffabc83c78124dea8c347fea
359,3904458,70,9151,2950402,0x73b8865eda227d6fffabc83c78124dea8c347fea
366,3904465,73,9744,3769401,0x73b8865eda227d6fffabc83c78124dea8c347fea
394,3904313,21,3000,4696095,0x73b8865eda227d6fffabc83c78124dea8c347fea
467,3904365,52,6770,4566191,0x73b8865eda227d6fffabc83c78124dea8c347fea
574,3904173,134,15853,4693836,0x73b8865eda227d6fffabc83c78124dea8c347fea
595,3904194,43,6344,4616384,0x73b8865eda227d6fffabc83c78124dea8c347fea
652,3904527,77,9170,4587239,0x73b8865eda227d6fffabc83c78124dea8c347fea
746,3904567,40,5911,1661355,0x73b8865eda227d6fffabc83c78124dea8c347fea
767,3904685,67,8539,4571128,0x73b8865eda227d6fffabc83c78124dea8c347fea
845,3904594,46,6140,4536040,0x73b8865eda227d6fffabc83c78124dea8c347fea
1026,3904925,31,5595,4619883,0x73b8865eda227d6fffabc83c78124dea8c347fea
1070,3904969,21,3196,2337620,0x73b8865eda227d6fffabc83c78124dea8c347fea
1103,3905002,27,3809,4687533,0x73b8865eda227d6fffabc83c78124dea8c347fea
1173,3905072,40,5470,4580274,0x73b8865eda227d6fffabc83c78124dea8c347fea
1288,3905327,48,6513,4609212,0x73b8865eda227d6fffabc83c78124dea8c347fea
1332,3905343,5,1098,4677774,0x73b8865eda227d6fffabc83c78124dea8c347fea
1417,3905180,54,7985,4667768,0x73b8865eda227d6fffabc83c78124dea8c347fea
1563,3905262,28,3883,2688552,0x73b8865eda227d6fffabc83c78124dea8c347fea
1775,3905774,26,4503,4697733,0x73b8865eda227d6fffabc83c78124dea8c347fea
1920,3906010,35,4652,4625199,0x73b8865eda227d6fffabc83c78124dea8c347fea
2202,3906101,34,4393,4679926,0x73b8865eda227d6fffabc83c78124dea8c347fea
2206,3906105,36,4910,4585080,0x73b8865eda227d6fffabc83c78124dea8c347fea
2540,3906281,25,4037,4645435,0x73b8865eda227d6fffabc83c78124dea8c347fea
2547,3906361,48,5958,4533113,0x73b8865eda227d6fffabc83c78124dea8c347fea
2784,3906705,45,7628,4574900,0x73b8865eda227d6fffabc83c78124dea8c347fea
3046,3906961,38,5061,4586996,0x73b8865eda227d6fffabc83c78124dea8c347fea
3055,3906963,40,5371,4699105,0x73b8865eda227d6fffabc83c78124dea8c347fea
3178,3907087,46,6386,4635671,0x73b8865eda227d6fffabc83c78124dea8c347fea
3201,3907400,48,7010,4612866,0x73b8865eda227d6fffabc83c78124dea8c347fea
3247,3907446,31,4137,4593425,0x73b8865eda227d6fffabc83c78124dea8c347fea
3443,3907312,51,6547,4686507,0x73b8865eda227d6fffabc83c78124dea8c347fea
3581,3907116,32,4274,4587086,0x73b8865eda227d6fffabc83c78124dea8c347fea
3784,3907683,51,7309,4648630,0x73b8865eda227d6fffabc83c78124dea8c347fea
3815,3907714,46,5942,4663224,0x73b8865eda227d6fffabc83c78124dea8c347fea
3834,3907733,49,6797,4673610,0x73b8865eda227d6fffabc83c78124dea8c347fea
4060,3907959,45,6339,4681411,0x73b8865eda227d6fffabc83c78124dea8c347fea
4065,3907964,71,8958,4693757,0x73b8865eda227d6fffabc83c78124dea8c347fea
4085,3907984,64,8051,4703215,0x73b8865eda227d6fffabc83c78124dea8c347fea
689,3904643,69,9190,4680272,0x8727716b7f5b5b9d2febcf3612289064b4e687a5
1742,3905741,43,6207,4697315,0x8727716b7f5b5b9d2febcf3612289064b4e687a5
2339,3906438,41,5290,4689944,0x8727716b7f5b5b9d2febcf3612289064b4e687a5
3840,3907739,39,5118,4680678,0x8727716b7f5b5b9d2febcf3612289064b4e687a5
53,3903952,62,9948,4697077,0x9435d50503aee35c8757ae4933f7a0ab56597805
68,3903967,11,1776,4700743,0x9435d50503aee35c8757ae4933f7a0ab56597805
280,3904417,87,14877,4709636,0x9435d50503aee35c8757ae4933f7a0ab56597805
367,3904466,58,7168,4705847,0x9435d50503aee35c8757ae4933f7a0ab56597805
836,3904695,108,12981,4693398,0x9435d50503aee35c8757ae4933f7a0ab56597805
855,3904729,125,14829,4706764,0x9435d50503aee35c8757ae4933f7a0ab56597805
936,3904868,86,15618,4702054,0x9435d50503aee35c8757ae4933f7a0ab56597805
1123,3905022,81,9623,4704330,0x9435d50503aee35c8757ae4933f7a0ab56597805
1681,3905580,129,16266,4685807,0x9435d50503aee35c8757ae4933f7a0ab56597805
1821,3905601,88,10461,4699642,0x9435d50503aee35c8757ae4933f7a0ab56597805
1837,3905603,192,22777,4695395,0x9435d50503aee35c8757ae4933f7a0ab56597805
1844,3905824,36,4794,4708822,0x9435d50503aee35c8757ae4933f7a0ab56597805
1899,3906003,48,6874,4700457,0x9435d50503aee35c8757ae4933f7a0ab56597805
2278,3906177,111,13179,4701588,0x9435d50503aee35c8757ae4933f7a0ab56597805
2359,3906458,98,11687,4704900,0x9435d50503aee35c8757ae4933f7a0ab56597805
2495,3906261,214,24724,4703698,0x9435d50503aee35c8757ae4933f7a0ab56597805
2526,3906275,220,25491,4677010,0x9435d50503aee35c8757ae4933f7a0ab56597805
2713,3906612,50,7348,4711884,0x9435d50503aee35c8757ae4933f7a0ab56597805
2952,3907034,57,7278,1294750,0x9435d50503aee35c8757ae4933f7a0ab56597805
3111,3906776,165,19344,4700578,0x9435d50503aee35c8757ae4933f7a0ab56597805
3114,3906893,180,21136,4679822,0x9435d50503aee35c8757ae4933f7a0ab56597805
3137,3906989,183,21663,4697092,0x9435d50503aee35c8757ae4933f7a0ab56597805
3377,3907221,41,5720,4686179,0x9435d50503aee35c8757ae4933f7a0ab56597805
3421,3907307,49,6256,4705445,0x9435d50503aee35c8757ae4933f7a0ab56597805
3535,3907285,28,3663,4713309,0x9435d50503aee35c8757ae4933f7a0ab56597805
3940,3907839,114,20631,4709888,0x9435d50503aee35c8757ae4933f7a0ab56597805
685,3904639,21,3749,4561929,0x96338149e9f6c262d4cb7aeec1cf4c652079a11c
1050,3904949,122,14684,4690255,0x96338149e9f6c262d4cb7aeec1cf4c652079a11c
2162,3905692,4,995,4689021,0x96338149e9f6c262d4cb7aeec1cf4c652079a11c
3186,3907090,24,3283,4703184,0x96338149e9f6c262d4cb7aeec1cf4c652079a11c
3289,3907488,40,5170,4687187,0x96338149e9f6c262d4cb7aeec1cf4c652079a11c
3306,3907505,22,3033,4684397,0x96338149e9f6c262d4cb7aeec1cf4c652079a11c
3729,3907628,34,5291,4688722,0x96338149e9f6c262d4cb7aeec1cf4c652079a11c
1233,3905130,70,8482,4654608,0xa027231f42c80ca4125b5cb962a21cd4f812e88f
2893,3906928,144,17391,4671686,0xa027231f42c80ca4125b5cb962a21cd4f812e88f
3027,3906752,57,7250,4697858,0xa027231f42c80ca4125b5cb962a21cd4f812e88f
12,3903911,62,7655,4694726,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
49,3903948,70,8825,4687062,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
55,3903954,50,7027,4689421,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
57,3903956,47,6242,4695559,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
160,3904059,50,6880,4700480,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
234,3904096,31,4263,4699497,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
317,3904431,45,6815,4654898,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
348,3904447,48,6075,4698492,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
376,3904473,79,10039,4684460,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
388,3904309,99,12181,4613225,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
444,3904343,118,14291,4699720,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
535,3904392,50,6769,4677348,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
598,3904197,94,11111,4693326,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
604,3904503,74,8784,4699070,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
647,3904523,53,7654,4629520,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
655,3904624,39,5551,4669026,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
676,3904633,45,6672,4612714,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
692,3904546,92,11695,4685016,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
776,3904688,180,20383,4683013,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
827,3904816,67,8644,4692784,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
859,3904732,68,9473,4701736,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1144,3905043,41,5750,4674170,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1187,3905086,42,5988,4627277,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1201,3905100,48,6264,4685212,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1275,3905325,46,6242,4637026,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1290,3905413,38,5617,4629279,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1306,3905332,41,5200,4599146,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1329,3905340,36,4654,4656543,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1353,3905347,75,9645,4695178,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1357,3905350,44,5640,4610315,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1360,3905443,48,6214,4680316,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1365,3905444,40,5517,4667357,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1546,3905245,56,7299,4603696,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1580,3905279,96,11454,4634698,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1623,3905522,39,5347,4654626,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1632,3905531,45,6219,4602955,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1689,3905588,34,4490,4600756,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1690,3905589,42,5403,4546650,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1744,3905743,44,6275,4678085,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1829,3905818,48,6015,4544517,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1938,3905631,37,4904,4627388,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
1972,3905642,38,4973,4672211,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2062,3905979,38,4981,4678327,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2188,3906087,40,5073,4652783,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2208,3906107,43,5525,4700586,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2232,3906131,42,5326,4642084,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2370,3906469,46,5952,4689294,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2382,3906481,41,5279,4648930,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2394,3906493,47,6068,4687514,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2419,3906218,39,5141,4706428,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2428,3906227,35,4538,4562310,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2506,3906342,36,4695,4596174,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2548,3906362,39,4999,4590831,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2639,3906538,45,6035,4617951,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2680,3906579,43,5639,4610282,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2689,3906588,51,6881,4699453,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2735,3906634,64,8017,4693600,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2793,3906815,58,7614,4694882,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2822,3906665,37,4844,4654584,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2826,3907006,40,5639,4658355,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2900,3906728,38,5015,4668344,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2929,3906679,42,5349,4675131,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2940,3906681,41,5368,4702627,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2945,3906938,43,5552,4694087,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2950,3906939,46,5868,4548889,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
2961,3906850,48,6127,4697672,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3007,3906866,46,5912,4666011,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3022,3906868,33,4337,4683088,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3102,3906888,49,6328,4691738,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3176,3907085,41,5284,4622780,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3181,3906792,50,6365,4688130,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3198,3907097,39,4998,4622328,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3240,3907439,38,4853,4642067,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3246,3907445,38,5438,4682327,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3283,3907482,38,5199,4680853,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3317,3907516,36,4596,4667674,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3342,3907539,34,4438,4624947,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3449,3907241,39,5046,4690784,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3491,3907329,35,4535,4595759,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3598,3907123,36,4631,4626591,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3818,3907717,44,5629,4686056,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3873,3907772,43,6054,4689210,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3896,3907795,51,7552,4674846,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
3973,3907908,59,7377,4574160,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
4013,3907930,72,8730,4631733,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
4095,3907994,76,11561,4627810,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e
46,3903945,78,10027,4714983,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
342,3904299,75,12029,4691670,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
392,3904478,96,16658,4694420,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
742,3904672,25,3314,4694000,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
771,3904579,98,16329,4703804,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
928,3904863,90,16262,4701419,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
980,3904791,92,15976,4698892,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
1150,3905049,93,16468,4688186,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
1154,3905053,91,15806,4698596,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
1327,3905430,159,18699,4712143,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
2008,3905859,27,4015,4712073,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
2497,3906262,176,21027,4697448,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
2792,3906907,151,17718,4712448,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
2989,3907039,159,21645,4695868,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
3132,3906779,97,11840,4681405,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
3295,3907494,55,6891,4697708,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
3311,3907510,52,6388,4699740,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
3530,3907284,58,7097,4706444,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
3607,3907379,38,4818,4706292,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
3772,3907671,60,8580,4665256,0xa4aaf1d8dca32196f26c157a690a85c71b387f0d
135,3904034,69,8177,4697967,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
211,3904088,36,4655,4702966,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
314,3904430,66,8313,4507757,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
399,3904480,114,15154,4572611,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
519,3904132,6,1209,4696515,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
557,3904156,8,1430,4701774,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
